,EndDate,TurkID,Sex,Age,Race,PoliticalOrient,,Negligent,Plaint_Harm,Neg_Cause,Reckless,Reck_Cause,Liability_Def,Liability_Plaint,Damages_Comp,Damages_Pun,Why_Neg,Why_Reck,Attn_Task,Attn_Mandate,Attn_Exposure,Condition,Mandate,Exposure,Remove_Mandate,Remove_Exposure
114,3/16/2021 18:17,A32PMXX4P67Z56,Male,41,White/European American,2,,1,1,Yes,1,Yes,100,0,72000,100000,There was a mask mandate in place and she willfully ignored it,She ignored a mask mandate and health professionals and endangered her staff,I heard a case about a COVID outbreak in a store and who was responsible,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
115,3/16/2021 18:17,A34VLM2UC0JY11,Female,32,Asian/Pacific Islander,7,,1,1,Yes,1,Yes,100,0,72000,20000,Because she did not take the appropriate precautions against the virus.,Because she did not force people to wear masks in her store even while the pandemic was going on.,I judged a civil case and awarded damages.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
116,3/16/2021 18:18,A36HFMF9Z4BGS8,Male,57,White/European American,6,,0,1,No,0,NA,10,90,0,0,There is a pandemic and everyone has a responsibility to protect themselves. The plaintiff never mentioned wearing a mask but she had the option.,Barbara Bennett has her own beliefs about what is required and personally choose to not where a mask. The plaintiff could have worn one.,I listened to a court case about a woman who believed she was harmed by catching Covid-19 while at work in the curio shop. I was a juror and had to decide if harm was done and if the defendant was negligent.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
117,3/16/2021 18:19,A3PSV85ZUXP9VF,Male,43,White/European American,3,,1,1,Yes,1,Yes,80,20,80000,10000,She clearly was aware of the possibility of severe infection and took her employees' lives in her hands.,"People were dying everywhere.  This was reckless to disregard that fact, regardless of stance on mask usage.  Every bit of safety helps!","I listened to both sides of the story between Barbara and Jennifer, who contracted Covid-19 and became seriously ill and is seeking rewards.",No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
118,3/16/2021 18:21,A1YAVRC52D4PV1,Male,57,White/European American,6,,0,0,NA,0,NA,100,0,0,0,One blaring question through this whole thing. WAS Jennifer Paulson wearing a mask? If she was wearing mask she did everything in her peer to protect herself. If she was not wearing a mask she was reckless. because there is no way to determine if Jennifer was infected at her place of work or walking to the door of her house there is no way to show negligent on the part of Ms. Bennett.,It is completely reasonable to allow people the choice of wearing a mask or not. Even if you are a business owner.  Again I fall back to the question about Jennifer and if she was wearing a mask or not.,I listen to all the audio clips,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
119,3/16/2021 18:21,AU2UDCUXTAG5Z,Female,57,White/European American,4,,0,1,No,0,NA,0,100,0,0,a resonable person would do the same thing,she did not know she even had covid,I was a jury member on this case.  I paid close attention to all testimonies and evidence,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
120,3/16/2021 18:22,A2W121DQXNQK1,Male,25,Hispanic/Latino,1,,1,1,Yes,1,Yes,100,0,72000,3000,"I found the defendant negligent because she was evidently sick and contagious for several days, and was able to spread the viurs to Jennifer Paulson by not wearing her mask.","I found the defendant reckless for not wearing her mask on the day Jennifer Paulson got sick. She had before worn her mask more consistently and without the pressure of a mask mandate. She was reckless by not wearing her mask by forgetting to bring it, which caused her to infect Jennifer Paulson because Bennett was already sick and spreading the virus. She could have easily gotten other workers sick, and any customers that she attended to on that day.","I acted as a juror for a case in which a store owner infected a worker because she did not wear her mask, I had to decide whether I found the owner guilty or innocent of the charges against her.",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
121,3/16/2021 18:22,A1PBFDQR599N3K,Female,56,White/European American,1,,1,1,Yes,1,Yes,40,60,40000,100,I think she was partially negligent but she does not have to pay punitive but part of her bills,she should have been the one to ask the customer to leave as the owner.,determing whether the defendent was responsible for plaintiff getting Covid,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
122,3/16/2021 18:23,AIA7RZSAONU5M,Female,36,White/European American,1,,1,1,Yes,1,Yes,100,0,72000,36000,The defendant refused to enforce their own mask wearing policy.,"The defendant not only refused to enforce their own mask wearing policy while knowing there was a pandemic going on, but did so for profit (the defendant cited that it was a ""slow day"" and that she ""didn't want to lose a sale"" multiple times during the case).","I listened to a civil case, while following along with a transcript, about an employee suing their employer for contracting COVID-19 at their workplace.",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
123,3/16/2021 18:23,A3T9WZOUQGE2UW,Female,40,White/European American,3,,1,1,Yes,0,NA,90,10,90000,10000,She failed to enforce the rule that masks must be worn,She did not mean to be directly harmful,I listened to a trial about an employee contracting COVID at work.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
124,3/16/2021 18:23,A2H6Q22X1V1FTX,Male,40,White/European American,4,,1,1,Yes,1,Yes,95,5,72000,8000,It was her store and responsibility. If she was unwilling to keep her employees safe she should not have opened during the pandemic.,The 15 minute shopping period presented sufficent time to reconsider harming and potentially killing her staff for a sale.,I listened to and read a transcript of a civil trial regarding a covid infection and medical costs.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
125,3/16/2021 18:24,A3RN5GD583FY4K,Male,40,White/European American,6,,1,1,Yes,1,Yes,100,0,72000,0,I found the defendant to be negligent because she knew that there was a pandemic going on and she knew that masks could at least help reduce the risk of catching Covid and yet she chose to disregard that and not require any masks.,I found the defendant to be reckless because there was a community wide mandate that people wear masks in public places but Barbara disregarded that mandate and let people make their own choices,I had to determine whether the defendant Barbara was guilty of causing her employee Jennifer To contract COVID-19,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
126,3/16/2021 18:24,A3HRNH1WGC4UI3,Female,49,Hispanic/Latino,2,,1,1,Yes,1,Yes,80,20,200000,100000,She was negligent by forgetting her mask and making getting her mask back her primary focus,She should know better as a business owner to protect her employees,I decided whether the defendant or the plaintiff was the one in the wrong during this trial.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
127,3/16/2021 18:25,A1C0H8G0YI15MN,Male,64,White/European American,6,,0,1,No,0,NA,0,100,0,0,"The defendent had posted a sign that masks are required.  Citizens do not have a responsibility of law enforcement.  She adequately advised customers by means of the sign of the mask mandate in the area.  Presuming that the maske mandate was legal, the customer is responsible for breaking the law.  According to my understanding of CDC guidelines, being within 6 feet of and infected person for 15 minutes indoors is required to become infected with the virus.  If the plantiff followed the customer around and stayed within 6 feet the entire time that the customer was in the store, it is one her.","If she was not negligent, she is surely not reckless.",I acted as a mock jurer on a civil case.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
128,3/16/2021 18:25,A2R89RXGEVG05I,Female,53,White/European American,5,,0,0,NA,0,NA,5,95,0,0,I felt she did what a reasonable person would do and go get her mask when she could. I thought that a reasonable person would open the shop up first because she was late.,I did not find her to be reckless because she did not do this knowing this would immediately lead or lead her employee to get sick. She felt  she was being cautious enough in how she handled the incident of forgetting her mask in the morning.,I read a court case in which an employee ( Jennifer Paulson) was suing her employer (Barbara Bennett) for possibly getting her sick with Covid.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
129,3/16/2021 18:25,A3V5A8C8FSHWDJ,Female,44,White/European American,6,,1,1,Yes,1,Yes,100,0,72000,10000,The CDC had placed guidelines and a reasonable person could understand that ignoring these guidelines could cause harm.,"The guidelines in place by the CDC suggest the owner not only ignored those safety instructions, but went out of her way to make a sign encouraging customers not to follow those guidelines.",I listened to audio of a court proceeding to decide if the owner of the shop was liable for causing illness to her employee.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
130,3/16/2021 18:26,A1S0N5BIXAQO8I,Male,54,White/European American,7,,0,0,NA,0,NA,50,50,0,0,"It is not her duty to infringe on the rights of her customers, pandemic or not.","The defendant warned those entering the store that no masks were required. It was up to those entering the store to decide whether to enter or not, employees included.","I was a juror in a civil case involving a business owner and her employee. I listened to several videos of the opening arguments, witness testimony, closing statements and judge's instructions to the jury. I then decided the case with the available evidence.",Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
131,3/16/2021 18:26,A1W850QN9RK019,Male,34,White/European American,2,,0,1,No,0,NA,40,60,10000,5000,She wouldn't force her employees to wear a mask. She already stated that no mask no entry for anyone that wants to come in,She was a little bit reckless. She should have instructed Jennifer to use a mask but she wasn't completely reckless. Jennifer was,Served as a jury in a civil trial,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
132,3/16/2021 18:27,AK2YUQUFZN1L6,Male,60,White/European American,2,,1,1,Yes,0,NA,80,20,72000,0,not being more vigilant about mask wearing is indeed negligence - especially when there are employees to consider,Barbara Bennett was NOT willfully and recklessly endangering her employee. It was an honest mistake.,I listened to the facts in a case about negligence - involving an employee who caught Covid-19 allegedly due to her employer's negligence,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
133,3/16/2021 18:27,APDDA1Y59RHV9,Female,57,White/European American,5,,1,1,Yes,1,Yes,100,0,72000,10000,I found Barbara Bennett negligent because she chose to not obtain a mask until after lunch even knowing the risk of spreading Covid virus.,I found Barbara Bennett reckless because she waited hours before getting a mask even though she has a sign on her business that a mask needs to be worn.,I was asked to decide if Barbara Bennett was negligent and reckless which cause Jennifer Paulson hospitalization from Covid virus.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
134,3/16/2021 18:28,A1IL81UMEC9OJI,Male,53,White/European American,6,,1,1,Yes,1,Yes,70,30,23000,0,she should know masks reduce the risk,she had an oh well nobody else does require masks,judge guilt,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
135,3/16/2021 18:32,A1X65JF24DWI87,Female,35,White/European American,7,,0,0,NA,0,NA,0,100,0,0,"She is not the other lady's babysitter. She could have stayed six feet away, walked outside, quit, took a break. She is just putting it on Barbara",It's not her fault! People make their own choices. The lady made the choice to not wear a mask. The employee made the choice to get closer than six feet. Case closed.,I listened fully to the audios while sitting on my couch. I enjoyed them.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
136,3/16/2021 18:33,A2JZVXLMUYVU26,Male,41,White/European American,7,,0,0,NA,0,NA,5,95,72000,0,I heard nothing from the defense that Paulson went from home to work and back without going anywhere else in between that she may have been exposed to the virus.,"Paulson was wearing a mask. I do not believe Jim Martin has the experience or credentials to make the statement, ""Given our findings, I would say that it is highly likely Ms. Paulson was exposed to COVID by a customer at her workplace, The Curio Shoppe.""","I listened to the audio file that went with the text and then went back over ghe text without the audio playing. I copied lines that I thought were relevant or would be relevant to my decision,",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
137,3/16/2021 18:33,AHTIGV6OOXMAK,Male,23,Asian/Pacific Islander,4,,1,1,Yes,0,NA,61,39,50000,22000,Because even though there was no mandate for mask she should have made people wear it.,Because she should have said that we want you to wear a mask even though it might cause her to lose a customer since there is a sign saying please wear a mask.,I decided for a covid case if the plaintiff should earn money for medical bills or not.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
138,3/16/2021 18:35,A1APUWC5IMC5NV,Female,42,White/European American,3,,1,1,Yes,1,Yes,0,100,72000,72000,She ignored mandate,she knew there was a pandemic,I listened to a case about covid negligence and made a determination.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
139,3/16/2021 18:36,A3RS5AQ7UMX23R,Female,35,White/European American,2,,1,1,Yes,1,Yes,70,30,72000,1500,She was negligent because she knew the state mandates due to the pandemic. She is held responsible as the owner and should have enforced the mandate.,"It was reckless negligence to not ask the customer to put on a mask because she knew the possibility of harm during a pandemic. She knew the risk, but didn't say anything because she needed the sales.","I heard about a court case involving a store owner and employee who contracted the covid virus from a customer in the store who was not wearing a mask. I had to determine guilt or innocence of the owner for the negligence of not asking the customer to wear a mask and resulting in illness. I had to award damages, compensatory and punitive, to the plaintiff if the defendant is found guilty.",Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
140,3/16/2021 18:37,A1UF2J0RFX0V2O,Male,34,White/European American,4,,0,1,No,1,No,30,70,0,0,There was not any mask mandate and the plaintiff should have been aware of the risk of working in a shop that does not require wearing of masks,The defendant knew of the risk of not wearing masks and still chose to not wear one anyways,I played a juror in a civil case surrounding an employee contracting COVID and an employer who did not mandate wearing masks.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
141,3/16/2021 18:38,A30G113XRQO3VL,Male,57,White/European American,5,,0,0,NA,0,NA,0,100,0,0,"Plaintiff's case is built on the premise that mask wearing is absolute in protection against COVID.  The defendant did not by action or decree prevent the plaintiff from wearing a mask, and allowed te plaintiff to decide for herself if she thought it was necessary for herself.  The actions of plaintiff show that she did not elieve it was necesary, and thus if anyone is negligent, it would be the plaintiff.  However, it has not been estalished that COVID was passed through the air to the plaintiff.  If the plaintiff failed to wash hands on that day, it is possible transmission was by another avenue.  The defendant merely gave the plaintiff a choice, and the plaintiff has not even demonstrated that her decision to no wear a mask was forced by the defendant.","Recklace is a higher burden of proof, and the plaintiff failed to even demonstrate the lower burden of proof.",I served as a juror on a mock trial where a plaintiff alleged that her employer was responsible for the employee getting sick.  I employee requested compensation for hospital bills.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
142,3/16/2021 18:39,A3MDU0KP6F46FP,Male,29,White/European American,7,,0,0,NA,0,NA,0,100,0,0,"Viruses have been going around for thousands of years (at least). It is not reasonable to hold someone accountable for spreading a virus he or she  can’t see or know he or she has. It was never proven beyond a preponderance of the evidence that Paulson got Covid from the defendant. Contact tracing relies on self reporting of individuals about their activities. Many people lie or forget. Paulson herself easily can have lied about where she was. She can have contracted Covid from somewhere else. There was no mask mandate. I personally don’t believe govt. has a right to tell people what they must do to their own bodies. However, the government failed to issue a mask mandate for the county or state and Bennett was not negligent if the governing authorities did not impose a mask mandate. Governmental authorities have the most direct access to health information about Covid and can access the risks. There was no mandate. Even if there was a mandate, Paulson did not take precautions herself. She contracted Covid through not following guidelines about mask wearing/hand washing/distance herself.","The onus is on the plaintiff to not engage in situations that she deems unsafe. It was not said if she was wearing a mask. If she was wearing one and masks actually stopped the contraction of Covid, she wouldn’t have gotten Covid. The plaintiff should have been aware of the same information about Covid as Bennett. Apparently, she did not maintain social distancing guidelines or wear a mask correctly herself.","I heard opening/closing arguments, witness testimony, and judicial instructions in a case involving an employee who claims she contracted Covid at her workplace due to alleged negligence and recklessness of her employer.",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
143,3/16/2021 18:40,A1CHU9J9YU9CS8,Male,52,Asian/Pacific Islander,4,,1,1,Yes,0,NA,90,10,50000,0,"She did not wear a mask till lunch. She could have opened her shop, left and gone home and got the mask.",She was not reckless because she understood the danger and got the mask when she went home for lunch and wore it thereafter.,"Listened to the recording of the opening statements, witness examination and cross. The defendant then testified. The judge then explained.",Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
144,3/16/2021 18:40,A1PQSOBBXYPY98,Male,29,White/European American,5,,1,1,Yes,0,NA,91,9,65000,900,The evidence points to negligence on Bennett's part.,"She did not intend to cause harm, she made a mistake.","Participated in a mockup civil trial. Decided who was guilty, or not guilty, and how much they would be compensated.",Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
145,3/16/2021 18:41,A1BI90XZ0GR5G6,Male,45,Black/African American,3,,0,1,No,0,NA,50,50,0,0,"There was no mask mandate , and she did not know that she had Covid .","There was no mask mandate , she did not know that she had Covid , and everyone has a responsibilty to protect themselves from Covid by wearing mask and doing other things .",I listened to a case about a women who elegitly caught covid 19 from her employer .  I then had to choose a verdict in the case to decide if the defendent was guilty and should pay the plantif any damages .  I found the defendent to be innocent .,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
146,3/16/2021 18:41,A2WDCM5L8A8T1Y,Male,48,White/European American,5,,0,1,No,0,NA,10,90,0,0,The plaintiff responded the same way that day and they did not know the customer had Covid.,The plaintiff and defendant made a reasonable choice not to confront the customer and there was no mask mandate at the time.,I acted as a juror in a case related to an employee suing an employer to recover hospital bills for catching COVID at her place of work.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
147,3/16/2021 18:42,A14LXHJAWRQWR6,Female,19,Asian/Pacific Islander,2,,1,1,Yes,1,Yes,95,5,70000,0,"She was not careful enough to remember her mask or have a backup supply on hand for such situations when she might forget one, and she decided to work anyway without having a mask","She should have known that not wearing a mask during a pandemic could infect someone with COVID, but she did it anyway","I listened to a bunch of long, boring clips about a court case where Jennifer was suing Barbara about infecting her with COVID, and I tried to decide whether the defendant was reckless and negligent and how much the defendant should be awarded in damages and how much the plaintiff had to pay in penalties.",Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
148,3/16/2021 18:43,A1GPH7RNBM7B86,Male,60,White/European American,5,,0,0,NA,0,NA,30,70,10000,2000,"In June 2020, just three months into the pandemic, the guidelines were still very vague and were just that, guidelines. To the best of my knowledge, I'm not sure that any state's legislature actually passed laws requiring that masks be worn in certain environments.","I realize that the shop owner may have been being rebellious against the mask rule, but I don't think that the mask rule would stand up in court as being an actual enforceable law.","I read the prosecution and defense remarks, and the judge's instructions. I am better at absorbing material if I read, vs. listening.",Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
149,3/16/2021 18:44,A36KAW7RA2A5GP,Female,35,White/European American,6,,1,1,Yes,1,Yes,25,75,50000,0,She failed to ptovide reasonable prevention of harm suvh as keeping extra masks,She also coulf have had an emplpyee cover or open while she ran home to gry a mask,Listened to audio transcription regarding a final case.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
150,3/16/2021 18:45,A169WH54HMYS5Z,Female,62,White/European American,1,,1,1,Yes,1,Yes,92,8,72000,20000,"She had a responsibility to protect her employees regardless of her reasons for not doing so. There are any number of actions she could have taken to protect her employees, she could have gone home to get a mask right then, or gone to a store to purchase a mask. Things were serious enough for her to request her clientele to wear masks when entering her store so her behavior made no sense.",It was reckless in that the effects and results of COVID were known from almost the very beginning of the pandemic. Everyone has a reasonable responsibility to protect others from the spread of a potentially deadly disease. Especially of those who our under your care and on your watch.,"I listened and followed along with a jury case, hearing from both the plaintiff's attorney as well as the defense attorney and the judge for the case regarding Jennifer and Barbara Bennett. Jennifer was hospitalized and only asked for coverage for her hospital bills by her employer Ms Bennett. In her negligence and recklessness, she passed along COVID to her employees due to her lack of wearing a mask. It is ironic that she expected mask wearing of patrons but she herself was without one.",No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
151,3/16/2021 18:46,A3SQV2L85UE5BK,Male,30,White/European American,2,,0,1,No,0,NA,0,100,0,0,She wasn't required to make the customer wear a mask.,Both Barbara and Jennifer wore masks.,I listened to a court hearing.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
152,3/16/2021 18:49,A1HM81XU6D63AT,Male,58,White/European American,6,,0,0,NA,0,NA,0,100,0,0,There's noway anyone can prove beyond a reasonable doubt that someone caught a virus in a very specific location.,The store owner is not responsible for forcing anyone to wear a mask. Each indivual is responsible for their health and the safety precautions they take.,served as a member of jury deciding if someone was reckless and should pay damages.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
153,3/16/2021 18:51,A2AS2Z9P0VV2NP,Female,42,White/European American,2,,1,1,Yes,0,NA,90,10,72000,10000,Barbara Bemmett was negligent because she didn't request that the customer wear a mask in her shop. She and Jannifer Paulson were wearing masks amd should've spoken up to the customer.,Barbara Bennett was not reckless because she didn't intend to cause Jennifer Paulson harm.,"I listened to and read a case, said if negligent and/or reckless, and awarded compensatory damages.",No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
154,3/16/2021 18:53,A159800JKC8IQO,Female,37,White/European American,4,,1,1,Yes,1,Yes,100,0,72000,0,"She had a sign on her door clearly stating that they required customers to wear a mask, so she should have said something to the customer about wearing a mask.","She should have known that not wearing a mask could spread Covid and make someone sick, she was not thinking about the well-being of her employees.",I listened to information regarding a civil case and decided as a mock juror what I thought the outcome should be.,No,A customer shopped at her place of employment unmasked,NoMandate/CustomerNoMask,NoMandate,CustNoMask,keep,keep
155,3/16/2021 18:53,ANMD34DNHLOLC,Female,35,White/European American,3,,1,1,Yes,1,Yes,100,0,72000,20000,she didnt wear her mask for hours in the shop.,she chose not to wear a mask knowing she could be carrying a deadly virus,I acted as a juror.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
156,3/16/2021 18:53,A2U1OCHJOOLVMB,Male,27,White/European American,4,,1,1,Yes,0,NA,70,30,20000,2000,She did not wear a mask and chose to wait to get it therefore causing illness to spread.,She should have left as soon as she noticed she didn't have a mask and not have waited until lunch.,I heard both sides of the story involving a woman pressing charges for contracting covid from her employer.,No,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",NoMandate/OwnerForgotMask,NoMandate,OwnForgotMask,keep,keep
157,3/16/2021 18:53,A79RJ1TUG4K52,Male,33,White/European American,1,,0,1,No,0,NA,50,50,0,0,"Because she was just doing her job, and she didn't mean to cause any harm",she was acting our of kindness.,I listened and read statements regarding a case against a store owner and someone that was hospitalized due to contracting the covid virus while employed at said store.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
158,3/16/2021 18:55,A3BWZ6V34W8SXX,Female,27,White/European American,4,,1,1,Yes,1,Yes,81,19,72000,0,"A reasonable person would have called in late and gone back for her mask, or at least have immediately gone back for it after opening the shop.","She knew that there was a pandemic, and yet chose to work the whole morning without a mask.",I listened to a court case and made a decision as a juror.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
159,3/16/2021 18:58,ASB83F0JJMDZ9,Female,44,Black/African American,4,,1,0,No,0,NA,40,60,28000,0,"The defendant at the time was not required by law to wear a mask, nor required to have her employees wear a mask. They all had the responsibilities of choosing to wear a mask. So, I think the defendant should only pay 28 thousand as a good will gesture.",I did find the defendant to be reckless because it was not required by law for others to wear a mask at the time.,Not enought time,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
160,3/16/2021 18:59,A252P9NJHP5QOZ,Female,30,Hispanic/Latino,1,,1,1,Yes,1,Yes,100,0,75000,15000,She had a sign on her store stating masks were not required when the country had put a mask mandate in place.,Ms. Bennett does not believe masks worked. It was reckless to not require masks because of her personal beliefs.,I listened to a court case in which the plaintiff contracted COVID on the job and was suing her employer for hospitalization fees. My job was to find the employer guilty or not guilty.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
161,3/16/2021 18:59,A2GC6RYOYAZAP7,Male,63,White/European American,6,,1,1,Yes,1,Yes,90,10,100000,28000,she should have followed cdc to wear masks,took a chance by not wearing masks.,determine a court case to find if someone was guilty of not protecting workers in her store.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
162,3/16/2021 19:02,A10B085VKZYQJB,Male,29,White/European American,7,,0,0,NA,0,NA,0,100,0,0,"There was no mandate to wear masks, other people could have caused the infection, the plaintiff could of seeked empoyment elsewhere",She followed county regulations and did not think there was a risk,I decided whether Jennifer should be awarded damages for contracting covid from her work.,No,"Her boss, Barbara Bennett, did not require masks in her store.",NoMandate/OwnerNoMask,NoMandate,OwnNoMask,keep,keep
163,3/16/2021 19:04,A2MYLV7DGUL42B,Female,56,White/European American,5,,0,1,No,0,NA,50,50,0,0,I believe the customer was negligent not the defendant.,Defendant was wearing a mask and not reckless.,Plaintiff was suing to pay hospital bills after contracting Covid at work.,Yes,A customer shopped at her place of employment unmasked,Mandate/CustomerNoMask,Mandate,CustNoMask,keep,keep
164,3/16/2021 19:04,A3O4WYGKH31OX,Female,51,White/European American,4,,1,1,Yes,1,Yes,100,0,72000,8000,"She knew a mask was required, and she chose to wait to go get it, knowing it could be dangerous.","She knew how dangerous the virus could be, and still went without a mask.",Listened to a trial about damages for hospital bills for a woman that contracted covid at work.,Yes,"Her boss, Barbara Bennett, forgot to wear her mask for a few hours.",Mandate/OwnerForgotMask,Mandate,OwnForgotMask,keep,keep
165,3/16/2021 19:08,A7OZPNXIVO1FX,Female,29,White/European American,1,,1,1,Yes,1,Yes,100,0,38000,5000,"I found the defendant to be negligent because her store is her responsibility, and the safety of her employees are also her responsibility. Most stores don't allow you to go in without a mask, and when there is a sign most people follow the rules, and so all Barbara had to do to protect her employees was enforce a mask policy.","I found her to be reckless because we are in a pandemic right now, and she willingly chose to not require masks at her store, even though she knows that a dangerous illness is spreading rapidly. Her store is her responsibility, and the safety of employees is also her responsibility. I wouldn't find her reckless if she did all she could do to protect her employees but she didn't do that.","I decided whether the employer of a shop was negligent, because one of her employees contracted Covid-19",Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
166,3/16/2021 19:09,A4NY39H20A0KK,Female,45,Asian/Pacific Islander,4,,1,0,No,0,NA,49,51,35000,0,No one can claim definitively that Barbara was the direct cause of Jennifer's infection. It could have been any of the maskless  customers.,"Although Barbara did not require customers to wear a mask in the store, my understanding is she did not ban her employees from wearing one at work. So Jennifer should have done the sensible thing and protected herself.",I am giving my judgement on a lawsuit about negligent and reckless behavior resulting in hospitalization.,Yes,"Her boss, Barbara Bennett, did not require masks in her store.",Mandate/OwnerNoMask,Mandate,OwnNoMask,keep,keep
